review_id,review_text,product_category,rating,sentiment,length_chars,length_tokens,review_source,contains_slang,review_date,city,cleaned_text,label
28b950b9-7338-44ec-b362-e4ed9d40b451,I bought this for electronics. works great. Battery life is good and it charges fast.,Electronics,4,positive,85,15,Web,False,2025-08-10 14:09:44,Abu Dhabi,bought electronics work great battery life good charge fast,2
692bd669-0721-4a7c-80da-4054f86d6c31,Bought this for for beauty. loved it.,Beauty,5,positive,37,7,Android App,False,2025-10-27 22:49:12,Ras Al Khaimah,bought beauty loved,2
81af0388-2d5e-4b4e-a32a-602dcbc1ea53,Bought this for for electronics. exceeded expectations. Battery life is good and it charges fast.,Electronics,5,positive,97,15,iOS App,False,2025-07-17 22:03:08,Abu Dhabi,bought electronics exceeded expectation battery life good charge fast,2
36c8ab7f-6745-43e8-b632-124f1a715b96,Bought this for for electronics. waste of money.,Electronics,1,negative,48,8,ThirdParty,False,2024-12-30 12:34:10,Ajman,bought electronics waste money,0
b13b82d5-dac9-413c-a9c2-64d0fae9e73c,I bought this for electronics. very happy. Battery life is good and it charges fast.,Electronics,4,positive,84,15,Android App,False,2025-07-22 12:56:22,Ras Al Khaimah,bought electronics happy battery life good charge fast,2
91e47608-3f4e-4e86-87de-a65980913112,I bought this for grocery. would buy again.,Grocery,5,positive,43,8,iOS App,False,2025-03-05 09:05:56,Al Ain,bought grocery would buy,2
ae420bf9-a7fb-447e-8bb5-8d7d26f8ae73,Bought this for for fashion. works great.,Fashion,5,positive,41,7,iOS App,False,2025-04-29 18:18:52,Ras Al Khaimah,bought fashion work great,2
02a8bedc-f850-4974-b8cb-cae62fc70ad6,Bought this for for beauty. loved it.,Beauty,5,positive,37,7,iOS App,False,2025-08-22 08:05:38,Ras Al Khaimah,bought beauty loved,2
9d2d60dd-fdfb-4dcf-88cb-c9a0abc5afac,I bought this for sports. perfect.,Sports,4,positive,34,6,ThirdParty,False,2025-07-08 16:28:14,Ajman,bought sport perfect,2
50bd7816-02f1-4e34-8a73-6ebc0e74178a,Bought this for for electronics. would buy again. Battery life is good and it charges fast.,Electronics,5,positive,91,16,Web,False,2025-07-02 18:17:42,Sharjah,bought electronics would buy battery life good charge fast,2
1ffd134e-904a-43c5-ba4a-1dbbb2aa0563,Bought this for for beauty. highly recommend.,Beauty,4,positive,45,7,ThirdParty,False,2025-04-01 02:04:24,Ajman,bought beauty highly recommend,2
1b4335af-9f80-4a5b-934b-7795e76ef90f,I bought this for fashion. exceeded expectations.,Fashion,4,positive,49,7,Android App,False,2025-10-22 12:07:13,Dubai,bought fashion exceeded expectation,2
5a2bfc95-2494-424b-88c8-ca962e30b7e5,I bought this for grocery. exceeded expectations.,Grocery,4,positive,49,7,Android App,False,2025-11-23 04:46:01,Ras Al Khaimah,bought grocery exceeded expectation,2
e2b98005-70f3-4d5b-85d8-ad0347093b4f,Bought this for for home. stopped working.,Home,2,negative,42,7,Web,False,2025-03-27 08:43:47,Dubai,bought home stopped working,0
d681f933-4bf9-4e99-ab39-a2e78f16a72a,I bought this for home. perfect.,Home,5,positive,32,6,Android App,False,2025-05-11 08:57:35,Ras Al Khaimah,bought home perfect,2
33dc5c72-945c-40cb-9d15-948c0942eb83,Bought this for for grocery. very happy.,Grocery,4,positive,40,7,Web,False,2025-09-17 13:05:34,Abu Dhabi,bought grocery happy,2
658b38a3-7c07-4a47-a5dd-34dc8b6118a5,I bought this for beauty. would buy again.,Beauty,4,positive,42,8,iOS App,False,2025-11-09 20:39:12,Abu Dhabi,bought beauty would buy,2
c2626d59-0195-4df5-b6dc-78754e0687c0,Bought this for for fashion. highly recommend.,Fashion,4,positive,46,7,iOS App,False,2024-12-12 20:53:31,Abu Dhabi,bought fashion highly recommend,2
77aeebbb-5c86-445a-b522-9f6a54ecda7b,Bought this for for fashion. works great.,Fashion,4,positive,41,7,ThirdParty,False,2025-06-18 20:31:04,Al Ain,bought fashion work great,2
ed16e509-f1da-4044-9ff4-a3e51b35eeb0,I bought this for home. okay.,Home,3,neutral,29,6,ThirdParty,False,2025-09-19 17:53:02,Abu Dhabi,bought home okay,1
71ffde83-b2c3-427e-8c4e-4be9de022b75,I bought this for toys. perfect. u,Toys,5,positive,34,7,ThirdParty,True,2025-10-26 21:20:14,Abu Dhabi,bought toy perfect,2
5355fecd-30ac-4c9c-8e66-b232bbe7d506,Bought this for for fashion. perfect.,Fashion,4,positive,37,6,Web,False,2025-02-23 04:16:15,Abu Dhabi,bought fashion perfect,2
12efcee8-1894-4df0-b27c-fe66f6aa2758,Bought this for for fashion. very happy.,Fashion,5,positive,40,7,iOS App,False,2024-12-04 03:09:48,Ajman,bought fashion happy,2
fe9343e2-a7f3-48f6-b6ab-46b5b8ee5897,I bought this for home. highly recommend.,Home,5,positive,41,7,Web,False,2025-04-01 01:15:58,Ajman,bought home highly recommend,2
e3af66dd-3639-4f13-ba8b-434d57e1fe2d,I bought this for home. would buy again.,Home,4,positive,40,8,ThirdParty,False,2025-11-17 11:49:56,Abu Dhabi,bought home would buy,2
aa39836e-d120-4364-8539-c2c3c388ebb3,Bought this for for fashion. very happy.,Fashion,5,positive,40,7,Web,False,2025-10-23 20:47:38,Ras Al Khaimah,bought fashion happy,2
a80374e8-7811-4bb3-932b-458dec305862,I bought this for grocery. very happy.,Grocery,5,positive,38,7,Web,False,2024-12-23 20:32:13,Abu Dhabi,bought grocery happy,2
4b18eba7-1f9d-40f6-b6ce-f6f5e768fcf2,Bought this for for home. perfect. omg,Home,5,positive,38,7,Android App,True,2025-09-29 12:57:30,Ras Al Khaimah,bought home perfect,2
48d4c0f1-4d0e-47c3-b67b-68ccf3ee6764,btw! Bought this for for home. stopped working.,Home,2,negative,47,8,ThirdParty,True,2025-07-11 14:34:59,Abu Dhabi,bought home stopped working,0
02579c39-9368-4a28-bb78-05c168d7e856,Bought this for for grocery. works great.,Grocery,5,positive,41,7,ThirdParty,False,2025-09-14 03:07:27,Ras Al Khaimah,bought grocery work great,2
085caee6-7e45-4c05-ace4-87c5964908f5,I bought this for toys. average.,Toys,3,neutral,32,6,iOS App,False,2025-02-14 02:48:58,Sharjah,bought toy average,1
26e4f0c3-f5a1-49ee-80dd-884c690fe4bd,Bought this for for sports. perfect.,Sports,4,positive,36,6,iOS App,False,2025-05-08 08:56:30,Sharjah,bought sport perfect,2
44dde583-bddf-4bcc-8d0d-c815018b22b6,I bought this for beauty. very happy.,Beauty,4,positive,37,7,Android App,False,2025-01-28 20:00:19,Ras Al Khaimah,bought beauty happy,2
69e0f313-7f82-401e-90d9-11d547b81a2a,Bought this for for beauty. poor quality.,Beauty,2,negative,41,7,Web,False,2025-11-04 08:50:57,Ajman,bought beauty poor quality,0
e8325bc8-2cc7-4376-8447-42722cfa561a,I bought this for fashion. works great.,Fashion,4,positive,39,7,Android App,False,2025-07-15 13:22:47,Sharjah,bought fashion work great,2
b1c84cc2-06fe-485f-96a7-48adf74e7bdd,wtf! Bought this for for electronics. perfect. Battery life is good and it charges fast.,Electronics,4,positive,88,15,ThirdParty,True,2025-07-24 02:31:16,Ras Al Khaimah,bought electronics perfect battery life good charge fast,2
e7e016fc-ab57-44c2-a7a3-cc5d63133853,Bought this for for home. decent for the price. u,Home,3,neutral,49,10,Android App,True,2025-04-21 00:13:52,Dubai,bought home decent price,1
9f3e9343-5ddd-4897-87be-0ab905e1aa19,I bought this for fashion. highly recommend.,Fashion,5,positive,44,7,ThirdParty,False,2024-11-25 01:15:06,Sharjah,bought fashion highly recommend,2
0ebb046d-c168-4f42-b36d-401a13713e45,I bought this for home. would buy again.,Home,5,positive,40,8,ThirdParty,False,2025-04-03 11:39:37,Al Ain,bought home would buy,2
1913c110-685f-4eba-aee9-3ab1e0441f0a,omg! Bought this for for fashion. highly recommend.,Fashion,5,positive,51,8,Web,True,2025-02-13 14:33:42,Sharjah,bought fashion highly recommend,2
c696ef7a-51c1-46a0-b085-d4781884292f,Bought this for for toys. exceeded expectations.,Toys,5,positive,48,7,iOS App,False,2025-09-12 00:38:53,Ras Al Khaimah,bought toy exceeded expectation,2
c11e701b-641c-4aa6-9a3b-f0043d5a495d,I bought this for fashion. would buy again.,Fashion,5,positive,43,8,iOS App,False,2025-03-02 11:39:27,Abu Dhabi,bought fashion would buy,2
545b6d58-e07f-4e5b-808e-a3c0cfe61d8f,Bought this for for home. not bad.,Home,3,neutral,34,7,iOS App,False,2025-01-23 17:16:07,Dubai,bought home bad,1
fec48f17-7276-495c-9cd7-9077914dc0f0,I bought this for sports. works great.,Sports,5,positive,38,7,iOS App,False,2025-08-30 22:35:14,Al Ain,bought sport work great,2
9bcae20c-1936-416b-a1a0-7755c25af304,thx! Bought this for for sports. poor quality.,Sports,1,negative,46,8,Android App,True,2025-06-11 10:37:45,Dubai,bought sport poor quality,0
9c473944-a446-4091-b1c4-e58716e53043,Bought this for for electronics. highly recommend. Battery life is good and it charges fast.,Electronics,4,positive,92,15,ThirdParty,False,2025-01-17 22:04:23,Abu Dhabi,bought electronics highly recommend battery life good charge fast,2
fdf3638e-f488-4a79-83ef-f8906aa0fc93,Bought this for for grocery. works great.,Grocery,4,positive,41,7,Android App,False,2025-03-16 14:30:02,Ras Al Khaimah,bought grocery work great,2
e0ad3ae3-8d14-4757-846e-ba5c35a93d2c,I bought this for electronics. very happy. Battery life is good and it charges fast.,Electronics,4,positive,84,15,ThirdParty,False,2025-04-26 00:37:02,Ajman,bought electronics happy battery life good charge fast,2
b2ccf1b9-0ed8-4fc6-91b2-65e8c7fa399d,I bought this for electronics. very disappointed.,Electronics,2,negative,49,7,Web,False,2025-11-12 13:12:40,Dubai,bought electronics disappointed,0
fc4a964e-7b14-46fd-9b8e-bf148e5ad6ce,btw! I bought this for toys. as expected.,Toys,3,neutral,41,8,Android App,True,2025-04-17 22:50:43,Al Ain,bought toy expected,1
d6ff13b4-75c8-4b54-a695-43cdcd7e5d22,Bought this for for electronics. highly recommend. Battery life is good and it charges fast.,Electronics,5,positive,92,15,Web,False,2025-08-04 16:42:34,Dubai,bought electronics highly recommend battery life good charge fast,2
fa70d76a-dd9f-45e2-99f3-4c4bcdcb8857,Bought this for for beauty. works great.,Beauty,5,positive,40,7,iOS App,False,2025-01-06 08:30:13,Al Ain,bought beauty work great,2
7cb5267e-7cd7-471f-b8ad-8a3b4f82d8b6,Bought this for for grocery. highly recommend.,Grocery,5,positive,46,7,Web,False,2025-03-02 04:49:50,Ajman,bought grocery highly recommend,2
c20fd8eb-e7a1-42ee-accf-57cc165c0247,I bought this for grocery. loved it. lol,Grocery,5,positive,40,8,Android App,True,2025-11-16 20:38:20,Dubai,bought grocery loved,2
a2935598-659f-4050-be77-ffe4dfdea3a9,I bought this for home. five stars. omg,Home,5,positive,39,8,ThirdParty,True,2025-05-28 15:21:41,Dubai,bought home five star,2
2740fc1c-4cad-4832-8dd1-8ced42b6cdbf,I bought this for toys. loved it.,Toys,5,positive,33,7,Web,False,2024-12-22 12:31:51,Sharjah,bought toy loved,2
3242e990-5caf-46b3-9af3-6fad8b442787,I bought this for fashion. highly recommend.,Fashion,5,positive,44,7,ThirdParty,False,2025-04-04 07:38:45,Ras Al Khaimah,bought fashion highly recommend,2
cba01de3-ce7f-403e-8e4c-aaba14861b12,I bought this for home. would buy again.,Home,5,positive,40,8,iOS App,False,2025-09-14 21:27:10,Sharjah,bought home would buy,2
0e65f6f3-4c6a-4544-a88c-f892c72b5bcb,wtf! I bought this for electronics. very happy. Battery life is good and it charges fast.,Electronics,5,positive,89,16,Web,True,2025-03-23 19:50:03,Ras Al Khaimah,bought electronics happy battery life good charge fast,2
8f675898-6cc4-435b-878b-dce279739693,Bought this for for grocery. very happy.,Grocery,5,positive,40,7,Android App,False,2025-11-01 18:47:05,Al Ain,bought grocery happy,2
dd0aaea8-ddd2-4f9c-a7e9-e1d3a29367db,I bought this for toys. waste of money.,Toys,1,negative,39,8,ThirdParty,False,2025-09-21 07:57:25,Ras Al Khaimah,bought toy waste money,0
03e13a25-a966-4d02-8d34-7b3dd7f31ae8,I bought this for electronics. one star.,Electronics,2,negative,40,7,Android App,False,2025-04-24 16:32:46,Abu Dhabi,bought electronics one star,0
c0b80ac9-3af3-431b-9356-90bfae9a6dd7,Bought this for for fashion. five stars.,Fashion,4,positive,40,7,Web,False,2024-12-14 11:36:18,Abu Dhabi,bought fashion five star,2
23123b51-ec97-4504-9b90-5a5bbb830f17,I bought this for electronics. perfect. Battery life is good and it charges fast.,Electronics,5,positive,81,14,Android App,False,2025-03-22 06:31:44,Abu Dhabi,bought electronics perfect battery life good charge fast,2
a025d3ea-0df2-4bc0-80b7-0e22754fdd55,I bought this for fashion. exceeded expectations.,Fashion,5,positive,49,7,Web,False,2025-03-01 07:13:36,Ajman,bought fashion exceeded expectation,2
34cb72a2-3bab-4f0a-9921-3dd82264ea6c,I bought this for beauty. works great.,Beauty,5,positive,38,7,ThirdParty,False,2025-03-22 07:00:03,Dubai,bought beauty work great,2
8b1e4466-8b2b-4d88-87fc-f052da6280e0,I bought this for grocery. would buy again.,Grocery,4,positive,43,8,Web,False,2025-03-20 04:54:48,Abu Dhabi,bought grocery would buy,2
225b79f7-b914-4a4b-9c94-cec366f5f1dc,Bought this for for beauty. five stars.,Beauty,5,positive,39,7,Web,False,2025-07-31 23:49:21,Al Ain,bought beauty five star,2
736b8971-f4d6-48aa-87c7-788bddb37f55,Bought this for for electronics. decent for the price. Battery life is good and it charges fast.,Electronics,3,neutral,96,17,ThirdParty,False,2025-04-24 10:49:27,Al Ain,bought electronics decent price battery life good charge fast,1
be47235c-11bd-46d1-a70d-9b33a114408b,gr8! I bought this for grocery. decent for the price.,Grocery,3,neutral,53,10,iOS App,True,2025-04-17 10:38:05,Abu Dhabi,bought grocery decent price,1
1a935218-b237-4f9e-810f-254fcf131c5b,Bought this for for toys. decent for the price.,Toys,3,neutral,47,9,Android App,False,2025-10-22 07:00:09,Sharjah,bought toy decent price,1
abf3cfc2-82bc-468a-8e53-8cf6afdd6b62,Bought this for for sports. very happy.,Sports,5,positive,39,7,iOS App,False,2025-11-16 01:43:12,Abu Dhabi,bought sport happy,2
1194f6f5-7428-4e3c-82c0-6bcc9e5d8a64,Bought this for for electronics. do not buy.,Electronics,1,negative,44,8,ThirdParty,False,2025-09-03 08:55:40,Dubai,bought electronics buy,0
7c17b99f-4ace-4cb1-8088-2d0efc87ac70,I bought this for home. five stars.,Home,4,positive,35,7,Web,False,2025-02-25 11:26:06,Abu Dhabi,bought home five star,2
352f9fe4-c393-4546-a1e2-c8136f344ef0,Bought this for for toys. waste of money.,Toys,1,negative,41,8,ThirdParty,False,2025-06-23 20:41:08,Ajman,bought toy waste money,0
313bcce5-78f7-4605-b0c0-8547018dccca,I bought this for grocery. perfect.,Grocery,5,positive,35,6,ThirdParty,False,2024-11-28 19:23:34,Ajman,bought grocery perfect,2
6154d674-a2ed-4cbb-88aa-386a3f78bfd5,Bought this for for electronics. would buy again. Battery life is good and it charges fast.,Electronics,4,positive,91,16,Android App,False,2025-10-20 22:00:36,Dubai,bought electronics would buy battery life good charge fast,2
695f21bc-f587-43a5-a4f4-5ba4a55c5485,I bought this for beauty. as expected.,Beauty,3,neutral,38,7,iOS App,False,2025-06-13 04:55:57,Ajman,bought beauty expected,1
69de3695-fdbe-4aa8-b416-9ab2da0e53c5,Bought this for for electronics. would buy again. Battery life is good and it charges fast.,Electronics,4,positive,91,16,Web,False,2025-04-01 04:28:08,Ras Al Khaimah,bought electronics would buy battery life good charge fast,2
49b19a32-13f2-44b3-afb5-7eb02656ab6a,I bought this for fashion. works great.,Fashion,5,positive,39,7,iOS App,False,2025-03-13 06:48:49,Ras Al Khaimah,bought fashion work great,2
54abbabd-7eff-4c44-b7b8-0e31a0b7b636,Bought this for for electronics. loved it. Battery life is good and it charges fast.,Electronics,5,positive,84,15,iOS App,False,2025-03-11 17:41:19,Ras Al Khaimah,bought electronics loved battery life good charge fast,2
a7e8ab96-bdaf-4dfd-ac27-9f924d1d36d7,Bought this for for toys. not bad.,Toys,3,neutral,34,7,ThirdParty,False,2025-09-05 07:29:14,Abu Dhabi,bought toy bad,1
0d4c2479-965e-4584-8b4d-5c759efca4d1,Bought this for for grocery. would buy again.,Grocery,4,positive,45,8,Web,False,2025-11-01 23:32:20,Dubai,bought grocery would buy,2
f2e57602-df11-4c58-80da-18f969853815,Bought this for for toys. works great.,Toys,5,positive,38,7,iOS App,False,2025-06-08 23:07:49,Sharjah,bought toy work great,2
754a8d20-0f05-4ac4-b1cb-8a6697efe287,Bought this for for fashion. as expected.,Fashion,3,neutral,41,7,Web,False,2025-05-23 02:43:47,Abu Dhabi,bought fashion expected,1
2d1f935b-f242-4f96-a2d6-1cdd48278ed6,Bought this for for beauty. five stars.,Beauty,5,positive,39,7,Web,False,2025-10-26 12:59:57,Sharjah,bought beauty five star,2
28d0cb8f-38fd-4b04-ab66-079f550fcc37,I bought this for toys. exceeded expectations. btw,Toys,5,positive,50,8,Web,True,2025-04-15 11:24:04,Ajman,bought toy exceeded expectation,2
97433b4d-1b8d-4f24-8e9e-d5939c9a517c,Bought this for for grocery. would buy again.,Grocery,4,positive,45,8,Android App,False,2025-07-08 23:01:51,Dubai,bought grocery would buy,2
456ebc4e-fc3a-4154-b926-f6a120f2ac58,Bought this for for grocery. poor quality.,Grocery,1,negative,42,7,ThirdParty,False,2025-06-15 23:23:08,Abu Dhabi,bought grocery poor quality,0
f6b77684-4d41-40f3-a89f-ca95b7aca185,Bought this for for toys. highly recommend.,Toys,5,positive,43,7,ThirdParty,False,2025-01-29 11:48:20,Sharjah,bought toy highly recommend,2
be171ecb-aef6-45ad-a2d8-c29104d64bbb,Bought this for for home. very happy.,Home,5,positive,37,7,iOS App,False,2025-11-14 07:19:00,Sharjah,bought home happy,2
46bc4a0a-1af4-46ca-a496-f54cb1e9133d,Bought this for for fashion. very happy.,Fashion,4,positive,40,7,Android App,False,2025-06-17 21:57:19,Al Ain,bought fashion happy,2
c2da1d91-cd8f-4e11-b650-681e01e03299,I bought this for home. five stars.,Home,4,positive,35,7,ThirdParty,False,2025-07-18 04:05:14,Sharjah,bought home five star,2
4ddd0a64-03af-4e95-a494-1ec71d9bb6c1,Bought this for for home. five stars.,Home,5,positive,37,7,Web,False,2025-07-13 08:44:48,Dubai,bought home five star,2
25200a06-3c71-4470-baa4-795820526a6c,Bought this for for toys. exceeded expectations.,Toys,5,positive,48,7,ThirdParty,False,2024-12-13 13:59:04,Al Ain,bought toy exceeded expectation,2
b6bab176-ea6c-4dd0-a99c-72aa9c5bb95c,I bought this for sports. okay.,Sports,3,neutral,31,6,iOS App,False,2025-09-03 03:05:10,Al Ain,bought sport okay,1
3c6fa93c-ebe7-4a93-bf51-763319a6ef63,Bought this for for fashion. okay.,Fashion,3,neutral,34,6,Web,False,2025-06-24 04:57:10,Ras Al Khaimah,bought fashion okay,1
27b2f507-7d5a-4701-923b-20ee366f0a95,Bought this for for grocery. exceeded expectations.,Grocery,5,positive,51,7,Web,False,2024-11-23 15:47:50,Abu Dhabi,bought grocery exceeded expectation,2
9374f795-0449-4f54-bf08-2dacf575bf87,Bought this for for grocery. one star.,Grocery,1,negative,38,7,Web,False,2025-07-05 21:14:52,Ajman,bought grocery one star,0
6125b193-e946-4570-97ca-7627886976d9,I bought this for grocery. would buy again.,Grocery,4,positive,43,8,Android App,False,2025-01-06 21:43:21,Dubai,bought grocery would buy,2
d01b8f22-9a46-4200-ab90-4fa4e60ba010,u! Bought this for for fashion. perfect.,Fashion,5,positive,40,7,Web,True,2025-02-23 01:20:37,Dubai,bought fashion perfect,2
752382b6-9280-4fcc-ae56-4948d7b6b83a,Bought this for for beauty. perfect.,Beauty,5,positive,36,6,iOS App,False,2025-03-24 19:25:12,Ras Al Khaimah,bought beauty perfect,2
6a3ad166-105d-47e8-9509-2390de0486cc,Bought this for for toys. not worth it.,Toys,1,negative,39,8,Web,False,2024-11-24 12:11:26,Dubai,bought toy worth,0
5dd9f1ad-8ba2-4988-ac55-74affb176005,I bought this for fashion. waste of money. The size runs small and the fabric feels cheap.,Fashion,1,negative,90,17,Web,False,2025-07-22 05:35:39,Dubai,bought fashion waste money size run small fabric feel cheap,0
59edee7f-90b4-4193-977c-f3d0c2bcae3f,I bought this for home. exceeded expectations.,Home,4,positive,46,7,iOS App,False,2025-08-24 04:00:36,Ajman,bought home exceeded expectation,2
76150db8-d83e-47e6-895f-b665e275f6e5,Bought this for for home. loved it. lol,Home,4,positive,39,8,Web,True,2025-11-19 23:15:52,Ajman,bought home loved,2
b0c93684-ea86-4ef8-80aa-3043d63ea6ce,I bought this for electronics. highly recommend. Battery life is good and it charges fast.,Electronics,4,positive,90,15,Web,False,2025-08-19 11:11:29,Dubai,bought electronics highly recommend battery life good charge fast,2
e7c65655-a220-4411-99e0-35cba6770a38,Bought this for for electronics. five stars. Battery life is good and it charges fast.,Electronics,5,positive,86,15,ThirdParty,False,2025-06-09 00:03:41,Dubai,bought electronics five star battery life good charge fast,2
2dd907df-8d7a-42b9-849e-1e401fbb8cf8,I bought this for fashion. works great.,Fashion,5,positive,39,7,ThirdParty,False,2025-03-21 00:06:37,Ras Al Khaimah,bought fashion work great,2
0de527b8-c44d-4a41-b1ce-eda27084ed78,lol! Bought this for for sports. would buy again.,Sports,5,positive,49,9,Web,True,2025-11-15 00:19:53,Sharjah,bought sport would buy,2
b77ba29a-71c2-4b4c-a843-a8190ba48e53,I bought this for toys. would buy again.,Toys,4,positive,40,8,iOS App,False,2025-09-07 18:29:11,Ras Al Khaimah,bought toy would buy,2
bd044783-0a0b-4cb3-bf08-991d1a68df9f,I bought this for toys. five stars.,Toys,4,positive,35,7,ThirdParty,False,2025-09-11 12:22:42,Sharjah,bought toy five star,2
6a8a60c4-1024-4798-a1ae-f7aaea701eb3,I bought this for sports. decent for the price.,Sports,3,neutral,47,9,Web,False,2025-07-27 13:37:32,Abu Dhabi,bought sport decent price,1
348bb37e-cb67-4303-a84b-5f7ba4ba96c9,I bought this for fashion. highly recommend.,Fashion,4,positive,44,7,iOS App,False,2025-03-18 20:48:30,Abu Dhabi,bought fashion highly recommend,2
8a4c0bf7-2936-440a-8b56-fa86d61d49bd,Bought this for for grocery. would buy again.,Grocery,5,positive,45,8,iOS App,False,2025-01-28 06:41:41,Dubai,bought grocery would buy,2
85f089c3-89a5-435b-8b93-a24bca11df95,Bought this for for electronics. would buy again. Battery life is good and it charges fast.,Electronics,5,positive,91,16,iOS App,False,2025-10-02 18:55:58,Ras Al Khaimah,bought electronics would buy battery life good charge fast,2
edf934c1-a8df-4cb3-b558-945dc2bd70bc,Bought this for for grocery. works great.,Grocery,4,positive,41,7,ThirdParty,False,2024-11-27 07:50:22,Al Ain,bought grocery work great,2
26ca9270-d6a1-4dc6-ac8b-dc1de543b69c,I bought this for toys. loved it.,Toys,4,positive,33,7,iOS App,False,2025-06-23 04:52:07,Al Ain,bought toy loved,2
a84a0225-d259-4f73-9923-ab2a30a52193,Bought this for for beauty. works great.,Beauty,4,positive,40,7,iOS App,False,2025-10-06 16:54:53,Sharjah,bought beauty work great,2
792d4b6f-85aa-4805-8e6d-18c47f79abfb,I bought this for grocery. not bad.,Grocery,3,neutral,35,7,Web,False,2025-01-08 08:47:13,Dubai,bought grocery bad,1
5d93634e-631b-43d2-8646-7320c291e75a,I bought this for fashion. would buy again.,Fashion,5,positive,43,8,Android App,False,2025-09-25 03:25:37,Al Ain,bought fashion would buy,2
8d886a02-62f9-4be3-92a3-ed5044238a4c,Bought this for for fashion. perfect.,Fashion,4,positive,37,6,Web,False,2025-11-06 01:56:26,Ajman,bought fashion perfect,2
adabed3a-f5fe-4a6f-a98e-7c675665a466,I bought this for toys. very happy.,Toys,5,positive,35,7,Android App,False,2025-10-22 19:26:51,Sharjah,bought toy happy,2
f64b25a7-4ae0-4a5b-973a-7ff9bcd1722e,I bought this for home. exceeded expectations.,Home,4,positive,46,7,Android App,False,2025-04-22 16:33:37,Sharjah,bought home exceeded expectation,2
b1a697f3-a39b-4e57-8d3d-99148d97b96a,I bought this for fashion. loved it.,Fashion,5,positive,36,7,ThirdParty,False,2025-03-16 04:50:42,Sharjah,bought fashion loved,2
80a16f6c-ffec-45e3-9986-0e5372f2766e,Bought this for for grocery. works great.,Grocery,5,positive,41,7,Android App,False,2025-07-04 08:06:55,Ajman,bought grocery work great,2
d7f38870-97e2-44bf-9b6f-aea58fba3f0c,Bought this for for home. exceeded expectations.,Home,5,positive,48,7,ThirdParty,False,2025-09-14 23:11:25,Dubai,bought home exceeded expectation,2
e224e6e0-fd14-4ea7-a03b-f249c15307d0,Bought this for for beauty. perfect. luv,Beauty,4,positive,40,7,Web,True,2025-06-07 05:39:50,Ras Al Khaimah,bought beauty perfect,2
90bb296f-eec3-4697-9496-d3161ce0ff0c,Bought this for for toys. would buy again.,Toys,5,positive,42,8,iOS App,False,2025-09-06 07:20:53,Sharjah,bought toy would buy,2
551b0835-271c-40e5-b084-b16a8ee388a5,Bought this for for fashion. not bad.,Fashion,3,neutral,37,7,iOS App,False,2025-04-10 09:51:39,Sharjah,bought fashion bad,1
